# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Full TKE distribution for each fragment mass.
# License                 : CC BY-SA-4.0
# Compound                : 106-Sg-264
# Excitation Energy (MeV) : 10.0 MeV
#  A       TKE[MeV]          Yield
  132      1.72000E+02      0.00000E+00
  132      1.73000E+02      0.00000E+00
  132      1.74000E+02      0.00000E+00
  132      1.75000E+02      0.00000E+00
  132      1.76000E+02      0.00000E+00
  132      1.77000E+02      0.00000E+00
  132      1.78000E+02      0.00000E+00
  132      1.79000E+02      0.00000E+00
  132      1.80000E+02      0.00000E+00
  132      1.81000E+02      0.00000E+00
  132      1.82000E+02      0.00000E+00
  132      1.83000E+02      0.00000E+00
  132      1.84000E+02      0.00000E+00
  132      1.85000E+02      0.00000E+00
  132      1.86000E+02      0.00000E+00
  132      1.87000E+02      0.00000E+00
  132      1.88000E+02      0.00000E+00
  132      1.89000E+02      1.26143E-04
  132      1.90000E+02      0.00000E+00
  132      1.91000E+02      0.00000E+00
  132      1.92000E+02      0.00000E+00
  132      1.93000E+02      0.00000E+00
  132      1.94000E+02      0.00000E+00
  132      1.95000E+02      0.00000E+00
  132      1.96000E+02      1.26143E-04
  132      1.97000E+02      0.00000E+00
  132      1.98000E+02      0.00000E+00
  132      1.99000E+02      1.26143E-04
  132      2.00000E+02      1.26143E-04
  132      2.01000E+02      0.00000E+00
  132      2.02000E+02      0.00000E+00
  132      2.03000E+02      0.00000E+00
  132      2.04000E+02      0.00000E+00
  132      2.05000E+02      1.26143E-04
  132      2.06000E+02      0.00000E+00
  132      2.07000E+02      1.26143E-04
  132      2.08000E+02      0.00000E+00
  132      2.09000E+02      1.26143E-04
  132      2.10000E+02      0.00000E+00
  132      2.11000E+02      0.00000E+00
  132      2.12000E+02      0.00000E+00
  132      2.13000E+02      2.52286E-04
  132      2.14000E+02      0.00000E+00
  132      2.15000E+02      2.52286E-04
  132      2.16000E+02      0.00000E+00
  132      2.17000E+02      1.26143E-04
  132      2.18000E+02      0.00000E+00
  132      2.19000E+02      0.00000E+00
  132      2.20000E+02      1.26143E-04
  132      2.21000E+02      1.26143E-04
  132      2.22000E+02      0.00000E+00
  132      2.23000E+02      0.00000E+00
  132      2.24000E+02      1.26143E-04
  132      2.25000E+02      1.26143E-04
  132      2.26000E+02      3.78430E-04
  132      2.27000E+02      6.30716E-04
  132      2.28000E+02      1.26143E-04
  132      2.29000E+02      0.00000E+00
  132      2.30000E+02      5.04573E-04
  132      2.31000E+02      1.26143E-04
  132      2.32000E+02      2.52286E-04
  132      2.33000E+02      3.78430E-04
  132      2.34000E+02      7.56859E-04
  132      2.35000E+02      3.78430E-04
  132      2.36000E+02      6.30716E-04
  132      2.37000E+02      7.56859E-04
  132      2.38000E+02      6.30716E-04
  132      2.39000E+02      1.00915E-03
  132      2.40000E+02      2.52286E-04
  132      2.41000E+02      1.00915E-03
  132      2.42000E+02      1.13529E-03
  132      2.43000E+02      7.56859E-04
  132      2.44000E+02      1.00915E-03
  132      2.45000E+02      1.00915E-03
  132      2.46000E+02      1.76600E-03
  132      2.47000E+02      2.27058E-03
  132      2.48000E+02      1.89215E-03
  132      2.49000E+02      2.01829E-03
  132      2.50000E+02      2.77515E-03
  132      2.51000E+02      2.39672E-03
  132      2.52000E+02      2.39672E-03
  132      2.53000E+02      2.27058E-03
  132      2.54000E+02      1.63986E-03
  132      2.55000E+02      1.38757E-03
  132      2.56000E+02      1.00915E-03
  132      2.57000E+02      2.27058E-03
  132      2.58000E+02      1.38757E-03
  132      2.59000E+02      6.30716E-04
  132      2.60000E+02      8.83002E-04
  132      2.61000E+02      8.83002E-04
  132      2.62000E+02      1.13529E-03
  132      2.63000E+02      7.56859E-04
  132      2.64000E+02      7.56859E-04
  132      2.65000E+02      2.52286E-04
  132      2.66000E+02      2.52286E-04
  132      2.67000E+02      2.52286E-04
  132      2.68000E+02      1.26143E-04
  132      2.69000E+02      3.78430E-04
  132      2.70000E+02      2.52286E-04
  132      2.71000E+02      3.78430E-04
  132      2.72000E+02      0.00000E+00
  132      2.73000E+02      1.26143E-04
  132      2.74000E+02      1.26143E-04
  132      2.75000E+02      0.00000E+00
  132      2.76000E+02      0.00000E+00
  132      2.77000E+02      0.00000E+00
  132      2.78000E+02      0.00000E+00
  132      2.79000E+02      0.00000E+00
  132      2.80000E+02      0.00000E+00
  132      2.81000E+02      0.00000E+00
  132      2.82000E+02      0.00000E+00
  132      2.83000E+02      0.00000E+00
  132      2.84000E+02      0.00000E+00
  132      2.85000E+02      0.00000E+00
  132      2.86000E+02      1.26143E-04
  132      2.87000E+02      0.00000E+00
  132      2.88000E+02      0.00000E+00
  132      2.89000E+02      0.00000E+00
  132      2.90000E+02      0.00000E+00

  133      1.50000E+02      0.00000E+00
  133      1.51000E+02      0.00000E+00
  133      1.52000E+02      0.00000E+00
  133      1.53000E+02      0.00000E+00
  133      1.54000E+02      0.00000E+00
  133      1.55000E+02      6.30716E-05
  133      1.56000E+02      0.00000E+00
  133      1.57000E+02      0.00000E+00
  133      1.58000E+02      0.00000E+00
  133      1.59000E+02      0.00000E+00
  133      1.60000E+02      0.00000E+00
  133      1.61000E+02      0.00000E+00
  133      1.62000E+02      0.00000E+00
  133      1.63000E+02      0.00000E+00
  133      1.64000E+02      0.00000E+00
  133      1.65000E+02      0.00000E+00
  133      1.66000E+02      0.00000E+00
  133      1.67000E+02      0.00000E+00
  133      1.68000E+02      0.00000E+00
  133      1.69000E+02      0.00000E+00
  133      1.70000E+02      0.00000E+00
  133      1.71000E+02      0.00000E+00
  133      1.72000E+02      0.00000E+00
  133      1.73000E+02      0.00000E+00
  133      1.74000E+02      0.00000E+00
  133      1.75000E+02      0.00000E+00
  133      1.76000E+02      0.00000E+00
  133      1.77000E+02      0.00000E+00
  133      1.78000E+02      0.00000E+00
  133      1.79000E+02      0.00000E+00
  133      1.80000E+02      0.00000E+00
  133      1.81000E+02      6.30716E-05
  133      1.82000E+02      0.00000E+00
  133      1.83000E+02      6.30716E-05
  133      1.84000E+02      0.00000E+00
  133      1.85000E+02      0.00000E+00
  133      1.86000E+02      0.00000E+00
  133      1.87000E+02      0.00000E+00
  133      1.88000E+02      0.00000E+00
  133      1.89000E+02      1.26143E-04
  133      1.90000E+02      6.30716E-05
  133      1.91000E+02      6.30716E-05
  133      1.92000E+02      0.00000E+00
  133      1.93000E+02      0.00000E+00
  133      1.94000E+02      0.00000E+00
  133      1.95000E+02      1.26143E-04
  133      1.96000E+02      0.00000E+00
  133      1.97000E+02      1.26143E-04
  133      1.98000E+02      0.00000E+00
  133      1.99000E+02      6.30716E-05
  133      2.00000E+02      6.30716E-05
  133      2.01000E+02      6.30716E-05
  133      2.02000E+02      6.30716E-05
  133      2.03000E+02      6.30716E-05
  133      2.04000E+02      0.00000E+00
  133      2.05000E+02      6.30716E-05
  133      2.06000E+02      0.00000E+00
  133      2.07000E+02      6.30716E-05
  133      2.08000E+02      0.00000E+00
  133      2.09000E+02      0.00000E+00
  133      2.10000E+02      6.30716E-05
  133      2.11000E+02      1.26143E-04
  133      2.12000E+02      6.30716E-05
  133      2.13000E+02      0.00000E+00
  133      2.14000E+02      0.00000E+00
  133      2.15000E+02      1.26143E-04
  133      2.16000E+02      1.26143E-04
  133      2.17000E+02      6.30716E-05
  133      2.18000E+02      6.30716E-05
  133      2.19000E+02      6.30716E-05
  133      2.20000E+02      6.30716E-05
  133      2.21000E+02      1.26143E-04
  133      2.22000E+02      1.26143E-04
  133      2.23000E+02      0.00000E+00
  133      2.24000E+02      1.26143E-04
  133      2.25000E+02      2.52286E-04
  133      2.26000E+02      1.89215E-04
  133      2.27000E+02      1.26143E-04
  133      2.28000E+02      1.89215E-04
  133      2.29000E+02      3.78430E-04
  133      2.30000E+02      5.67644E-04
  133      2.31000E+02      2.52286E-04
  133      2.32000E+02      7.56859E-04
  133      2.33000E+02      5.67644E-04
  133      2.34000E+02      5.67644E-04
  133      2.35000E+02      9.46074E-04
  133      2.36000E+02      4.41501E-04
  133      2.37000E+02      8.19931E-04
  133      2.38000E+02      1.19836E-03
  133      2.39000E+02      1.19836E-03
  133      2.40000E+02      1.51372E-03
  133      2.41000E+02      1.26143E-03
  133      2.42000E+02      1.76600E-03
  133      2.43000E+02      1.26143E-03
  133      2.44000E+02      2.20751E-03
  133      2.45000E+02      1.13529E-03
  133      2.46000E+02      1.51372E-03
  133      2.47000E+02      1.70293E-03
  133      2.48000E+02      1.95522E-03
  133      2.49000E+02      1.82908E-03
  133      2.50000E+02      2.71208E-03
  133      2.51000E+02      1.89215E-03
  133      2.52000E+02      2.33365E-03
  133      2.53000E+02      2.58594E-03
  133      2.54000E+02      2.14443E-03
  133      2.55000E+02      2.45979E-03
  133      2.56000E+02      1.70293E-03
  133      2.57000E+02      2.08136E-03
  133      2.58000E+02      1.63986E-03
  133      2.59000E+02      1.38757E-03
  133      2.60000E+02      9.46074E-04
  133      2.61000E+02      9.46074E-04
  133      2.62000E+02      5.67644E-04
  133      2.63000E+02      1.00915E-03
  133      2.64000E+02      7.56859E-04
  133      2.65000E+02      6.93787E-04
  133      2.66000E+02      6.93787E-04
  133      2.67000E+02      1.07222E-03
  133      2.68000E+02      3.78430E-04
  133      2.69000E+02      1.89215E-04
  133      2.70000E+02      1.89215E-04
  133      2.71000E+02      3.15358E-04
  133      2.72000E+02      1.89215E-04
  133      2.73000E+02      1.26143E-04
  133      2.74000E+02      1.89215E-04
  133      2.75000E+02      0.00000E+00
  133      2.76000E+02      1.26143E-04
  133      2.77000E+02      0.00000E+00
  133      2.78000E+02      1.26143E-04
  133      2.79000E+02      0.00000E+00
  133      2.80000E+02      0.00000E+00
  133      2.81000E+02      0.00000E+00
  133      2.82000E+02      0.00000E+00
  133      2.83000E+02      0.00000E+00
  133      2.84000E+02      0.00000E+00
  133      2.85000E+02      0.00000E+00
  133      2.86000E+02      0.00000E+00
  133      2.87000E+02      0.00000E+00
  133      2.88000E+02      0.00000E+00
  133      2.89000E+02      0.00000E+00
  133      2.90000E+02      0.00000E+00

  134      1.50000E+02      0.00000E+00
  134      1.51000E+02      0.00000E+00
  134      1.52000E+02      0.00000E+00
  134      1.53000E+02      0.00000E+00
  134      1.54000E+02      0.00000E+00
  134      1.55000E+02      0.00000E+00
  134      1.56000E+02      0.00000E+00
  134      1.57000E+02      0.00000E+00
  134      1.58000E+02      0.00000E+00
  134      1.59000E+02      0.00000E+00
  134      1.60000E+02      0.00000E+00
  134      1.61000E+02      0.00000E+00
  134      1.62000E+02      0.00000E+00
  134      1.63000E+02      0.00000E+00
  134      1.64000E+02      0.00000E+00
  134      1.65000E+02      0.00000E+00
  134      1.66000E+02      0.00000E+00
  134      1.67000E+02      0.00000E+00
  134      1.68000E+02      0.00000E+00
  134      1.69000E+02      0.00000E+00
  134      1.70000E+02      0.00000E+00
  134      1.71000E+02      0.00000E+00
  134      1.72000E+02      0.00000E+00
  134      1.73000E+02      0.00000E+00
  134      1.74000E+02      0.00000E+00
  134      1.75000E+02      0.00000E+00
  134      1.76000E+02      0.00000E+00
  134      1.77000E+02      0.00000E+00
  134      1.78000E+02      0.00000E+00
  134      1.79000E+02      0.00000E+00
  134      1.80000E+02      0.00000E+00
  134      1.81000E+02      0.00000E+00
  134      1.82000E+02      0.00000E+00
  134      1.83000E+02      0.00000E+00
  134      1.84000E+02      0.00000E+00
  134      1.85000E+02      0.00000E+00
  134      1.86000E+02      0.00000E+00
  134      1.87000E+02      0.00000E+00
  134      1.88000E+02      0.00000E+00
  134      1.89000E+02      0.00000E+00
  134      1.90000E+02      0.00000E+00
  134      1.91000E+02      0.00000E+00
  134      1.92000E+02      0.00000E+00
  134      1.93000E+02      0.00000E+00
  134      1.94000E+02      0.00000E+00
  134      1.95000E+02      6.30716E-05
  134      1.96000E+02      0.00000E+00
  134      1.97000E+02      1.26143E-04
  134      1.98000E+02      0.00000E+00
  134      1.99000E+02      0.00000E+00
  134      2.00000E+02      0.00000E+00
  134      2.01000E+02      0.00000E+00
  134      2.02000E+02      6.30716E-05
  134      2.03000E+02      0.00000E+00
  134      2.04000E+02      6.30716E-05
  134      2.05000E+02      0.00000E+00
  134      2.06000E+02      0.00000E+00
  134      2.07000E+02      6.30716E-05
  134      2.08000E+02      0.00000E+00
  134      2.09000E+02      0.00000E+00
  134      2.10000E+02      1.89215E-04
  134      2.11000E+02      0.00000E+00
  134      2.12000E+02      6.30716E-05
  134      2.13000E+02      1.89215E-04
  134      2.14000E+02      2.52286E-04
  134      2.15000E+02      1.26143E-04
  134      2.16000E+02      1.89215E-04
  134      2.17000E+02      1.26143E-04
  134      2.18000E+02      1.89215E-04
  134      2.19000E+02      2.52286E-04
  134      2.20000E+02      1.89215E-04
  134      2.21000E+02      1.89215E-04
  134      2.22000E+02      3.15358E-04
  134      2.23000E+02      6.30716E-05
  134      2.24000E+02      2.52286E-04
  134      2.25000E+02      6.30716E-05
  134      2.26000E+02      1.89215E-04
  134      2.27000E+02      5.04573E-04
  134      2.28000E+02      2.52286E-04
  134      2.29000E+02      3.15358E-04
  134      2.30000E+02      6.93787E-04
  134      2.31000E+02      3.15358E-04
  134      2.32000E+02      1.89215E-04
  134      2.33000E+02      3.78430E-04
  134      2.34000E+02      8.83002E-04
  134      2.35000E+02      6.93787E-04
  134      2.36000E+02      9.46074E-04
  134      2.37000E+02      1.13529E-03
  134      2.38000E+02      1.26143E-03
  134      2.39000E+02      1.32450E-03
  134      2.40000E+02      9.46074E-04
  134      2.41000E+02      1.70293E-03
  134      2.42000E+02      1.82908E-03
  134      2.43000E+02      1.70293E-03
  134      2.44000E+02      1.26143E-03
  134      2.45000E+02      1.70293E-03
  134      2.46000E+02      1.95522E-03
  134      2.47000E+02      1.95522E-03
  134      2.48000E+02      1.57679E-03
  134      2.49000E+02      2.27058E-03
  134      2.50000E+02      2.20751E-03
  134      2.51000E+02      1.51372E-03
  134      2.52000E+02      2.33365E-03
  134      2.53000E+02      2.33365E-03
  134      2.54000E+02      1.76600E-03
  134      2.55000E+02      1.76600E-03
  134      2.56000E+02      2.20751E-03
  134      2.57000E+02      1.95522E-03
  134      2.58000E+02      1.51372E-03
  134      2.59000E+02      1.38757E-03
  134      2.60000E+02      1.57679E-03
  134      2.61000E+02      1.32450E-03
  134      2.62000E+02      1.00915E-03
  134      2.63000E+02      8.19931E-04
  134      2.64000E+02      8.19931E-04
  134      2.65000E+02      3.78430E-04
  134      2.66000E+02      6.93787E-04
  134      2.67000E+02      3.78430E-04
  134      2.68000E+02      5.04573E-04
  134      2.69000E+02      3.78430E-04
  134      2.70000E+02      3.78430E-04
  134      2.71000E+02      1.89215E-04
  134      2.72000E+02      0.00000E+00
  134      2.73000E+02      3.78430E-04
  134      2.74000E+02      1.26143E-04
  134      2.75000E+02      6.30716E-05
  134      2.76000E+02      0.00000E+00
  134      2.77000E+02      0.00000E+00
  134      2.78000E+02      0.00000E+00
  134      2.79000E+02      1.26143E-04
  134      2.80000E+02      0.00000E+00
  134      2.81000E+02      6.30716E-05
  134      2.82000E+02      6.30716E-05
  134      2.83000E+02      0.00000E+00
  134      2.84000E+02      0.00000E+00
  134      2.85000E+02      0.00000E+00
  134      2.86000E+02      0.00000E+00
  134      2.87000E+02      0.00000E+00
  134      2.88000E+02      0.00000E+00
  134      2.89000E+02      0.00000E+00
  134      2.90000E+02      0.00000E+00

  135      1.50000E+02      0.00000E+00
  135      1.51000E+02      0.00000E+00
  135      1.52000E+02      0.00000E+00
  135      1.53000E+02      0.00000E+00
  135      1.54000E+02      0.00000E+00
  135      1.55000E+02      0.00000E+00
  135      1.56000E+02      0.00000E+00
  135      1.57000E+02      0.00000E+00
  135      1.58000E+02      0.00000E+00
  135      1.59000E+02      0.00000E+00
  135      1.60000E+02      0.00000E+00
  135      1.61000E+02      0.00000E+00
  135      1.62000E+02      0.00000E+00
  135      1.63000E+02      0.00000E+00
  135      1.64000E+02      0.00000E+00
  135      1.65000E+02      0.00000E+00
  135      1.66000E+02      0.00000E+00
  135      1.67000E+02      0.00000E+00
  135      1.68000E+02      0.00000E+00
  135      1.69000E+02      0.00000E+00
  135      1.70000E+02      0.00000E+00
  135      1.71000E+02      0.00000E+00
  135      1.72000E+02      0.00000E+00
  135      1.73000E+02      0.00000E+00
  135      1.74000E+02      0.00000E+00
  135      1.75000E+02      0.00000E+00
  135      1.76000E+02      0.00000E+00
  135      1.77000E+02      0.00000E+00
  135      1.78000E+02      0.00000E+00
  135      1.79000E+02      0.00000E+00
  135      1.80000E+02      0.00000E+00
  135      1.81000E+02      0.00000E+00
  135      1.82000E+02      0.00000E+00
  135      1.83000E+02      0.00000E+00
  135      1.84000E+02      0.00000E+00
  135      1.85000E+02      0.00000E+00
  135      1.86000E+02      0.00000E+00
  135      1.87000E+02      6.30716E-05
  135      1.88000E+02      0.00000E+00
  135      1.89000E+02      0.00000E+00
  135      1.90000E+02      0.00000E+00
  135      1.91000E+02      0.00000E+00
  135      1.92000E+02      0.00000E+00
  135      1.93000E+02      0.00000E+00
  135      1.94000E+02      0.00000E+00
  135      1.95000E+02      0.00000E+00
  135      1.96000E+02      0.00000E+00
  135      1.97000E+02      6.30716E-05
  135      1.98000E+02      6.30716E-05
  135      1.99000E+02      6.30716E-05
  135      2.00000E+02      1.26143E-04
  135      2.01000E+02      1.26143E-04
  135      2.02000E+02      6.30716E-05
  135      2.03000E+02      1.89215E-04
  135      2.04000E+02      1.26143E-04
  135      2.05000E+02      0.00000E+00
  135      2.06000E+02      0.00000E+00
  135      2.07000E+02      1.26143E-04
  135      2.08000E+02      0.00000E+00
  135      2.09000E+02      6.30716E-05
  135      2.10000E+02      1.26143E-04
  135      2.11000E+02      6.30716E-05
  135      2.12000E+02      1.89215E-04
  135      2.13000E+02      6.30716E-05
  135      2.14000E+02      1.89215E-04
  135      2.15000E+02      1.26143E-04
  135      2.16000E+02      1.89215E-04
  135      2.17000E+02      6.30716E-05
  135      2.18000E+02      2.52286E-04
  135      2.19000E+02      1.26143E-04
  135      2.20000E+02      1.26143E-04
  135      2.21000E+02      2.52286E-04
  135      2.22000E+02      2.52286E-04
  135      2.23000E+02      1.89215E-04
  135      2.24000E+02      5.04573E-04
  135      2.25000E+02      3.15358E-04
  135      2.26000E+02      5.04573E-04
  135      2.27000E+02      3.15358E-04
  135      2.28000E+02      3.15358E-04
  135      2.29000E+02      4.41501E-04
  135      2.30000E+02      1.00915E-03
  135      2.31000E+02      9.46074E-04
  135      2.32000E+02      5.04573E-04
  135      2.33000E+02      6.30716E-04
  135      2.34000E+02      1.00915E-03
  135      2.35000E+02      8.19931E-04
  135      2.36000E+02      1.19836E-03
  135      2.37000E+02      1.45065E-03
  135      2.38000E+02      1.45065E-03
  135      2.39000E+02      9.46074E-04
  135      2.40000E+02      1.70293E-03
  135      2.41000E+02      1.51372E-03
  135      2.42000E+02      1.70293E-03
  135      2.43000E+02      1.51372E-03
  135      2.44000E+02      2.27058E-03
  135      2.45000E+02      2.71208E-03
  135      2.46000E+02      1.95522E-03
  135      2.47000E+02      2.45979E-03
  135      2.48000E+02      2.33365E-03
  135      2.49000E+02      2.27058E-03
  135      2.50000E+02      2.71208E-03
  135      2.51000E+02      2.71208E-03
  135      2.52000E+02      1.57679E-03
  135      2.53000E+02      2.64901E-03
  135      2.54000E+02      2.77515E-03
  135      2.55000E+02      1.82908E-03
  135      2.56000E+02      2.01829E-03
  135      2.57000E+02      1.70293E-03
  135      2.58000E+02      1.82908E-03
  135      2.59000E+02      1.26143E-03
  135      2.60000E+02      1.19836E-03
  135      2.61000E+02      9.46074E-04
  135      2.62000E+02      8.19931E-04
  135      2.63000E+02      8.83002E-04
  135      2.64000E+02      6.93787E-04
  135      2.65000E+02      3.15358E-04
  135      2.66000E+02      7.56859E-04
  135      2.67000E+02      6.30716E-04
  135      2.68000E+02      2.52286E-04
  135      2.69000E+02      4.41501E-04
  135      2.70000E+02      2.52286E-04
  135      2.71000E+02      1.26143E-04
  135      2.72000E+02      0.00000E+00
  135      2.73000E+02      1.26143E-04
  135      2.74000E+02      0.00000E+00
  135      2.75000E+02      0.00000E+00
  135      2.76000E+02      1.26143E-04
  135      2.77000E+02      6.30716E-05
  135      2.78000E+02      0.00000E+00
  135      2.79000E+02      0.00000E+00
  135      2.80000E+02      6.30716E-05
  135      2.81000E+02      0.00000E+00
  135      2.82000E+02      0.00000E+00
  135      2.83000E+02      0.00000E+00
  135      2.84000E+02      0.00000E+00
  135      2.85000E+02      0.00000E+00
  135      2.86000E+02      0.00000E+00
  135      2.87000E+02      0.00000E+00
  135      2.88000E+02      0.00000E+00
  135      2.89000E+02      0.00000E+00
  135      2.90000E+02      0.00000E+00

  136      1.50000E+02      0.00000E+00
  136      1.51000E+02      0.00000E+00
  136      1.52000E+02      0.00000E+00
  136      1.53000E+02      0.00000E+00
  136      1.54000E+02      0.00000E+00
  136      1.55000E+02      0.00000E+00
  136      1.56000E+02      0.00000E+00
  136      1.57000E+02      0.00000E+00
  136      1.58000E+02      0.00000E+00
  136      1.59000E+02      0.00000E+00
